"GRD_ID","bio10","bio12","bio4"
"CRS3035RES5000mN2510000E4165000",12.2125186920166,1900.27221679688,680.645202636719
"CRS3035RES5000mN2510000E4170000",15.3934831619263,1758.52368164062,680.145568847656
"CRS3035RES5000mN2510000E4175000",16.7360305786133,1854.41906738281,674.426147460938
"CRS3035RES5000mN2510000E4180000",19.1498756408691,1795.88403320312,680.873779296875
"CRS3035RES5000mN2510000E4185000",20.5865459442139,1544.99011230469,686.695251464844
"CRS3035RES5000mN1770000E2830000",26.038646697998,734.411010742188,575.171081542969
"CRS3035RES5000mN2510000E4190000",19.510383605957,1720.22412109375,671.89892578125
"CRS3035RES5000mN2510000E4195000",20.814998626709,1629.09753417969,683.953002929688
"CRS3035RES5000mN2510000E4200000",21.4341983795166,1366.99487304688,690.286010742188
"CRS3035RES5000mN2510000E4205000",21.692834854126,1397.13842773438,693.130310058594
"CRS3035RES5000mN2510000E4210000",22.3824367523193,1256.30419921875,704.163879394531
"CRS3035RES5000mN2510000E4215000",22.2120056152344,1234.85192871094,704.385070800781
"CRS3035RES5000mN2510000E4220000",22.0973777770996,1294.1416015625,705.152221679688
"CRS3035RES5000mN2510000E4225000",21.8740997314453,1339.90393066406,702.866943359375
"CRS3035RES5000mN2510000E4230000",21.9962291717529,1371.58337402344,705.530944824219
"CRS3035RES5000mN2510000E4235000",21.907543182373,1362.18896484375,705.289733886719
"CRS3035RES5000mN1770000E2835000",25.778470993042,754.80859375,578.077575683594
"CRS3035RES5000mN2510000E4240000",21.944751739502,1358.11291503906,707.102661132812
"CRS3035RES5000mN2510000E4245000",22.0152950286865,1323.0224609375,709.830078125
"CRS3035RES5000mN2510000E4250000",22.0002899169922,1288.84753417969,711.786560058594
"CRS3035RES5000mN2510000E4255000",21.9702320098877,1290.4033203125,713.358581542969
"CRS3035RES5000mN2510000E4260000",22.1259727478027,1255.66064453125,716.513977050781
"CRS3035RES5000mN2510000E4265000",21.5635204315186,1228.634765625,710
"CRS3035RES5000mN2510000E4270000",21.5569591522217,1231.33044433594,709.558776855469
"CRS3035RES5000mN2510000E4275000",21.9592723846436,1181.67956542969,714.760559082031
"CRS3035RES5000mN2510000E4280000",21.2225131988525,1160.1279296875,708.816040039062
"CRS3035RES5000mN2510000E4285000",21.8561897277832,1122.17993164062,722.271545410156
"CRS3035RES5000mN1770000E2840000",25.4350814819336,803.510559082031,579.726684570312
"CRS3035RES5000mN2510000E4290000",21.4634094238281,1092.4482421875,725.916015625
