"grid_id","area_total","area_land","percent_land"
"CRS3035RES50000mN2100000E4700000",2500.01914402731,955.838636917182,38.2332527013138
"CRS3035RES50000mN2100000E4750000",2500.01914177103,363.828953648272,14.5530467174956
"CRS3035RES50000mN2100000E4800000",2500.01913925349,407.83540879521,16.3132914621202
"CRS3035RES50000mN2150000E2700000",2500.01902412033,6.06893359479794,0.242755496508007
"CRS3035RES50000mN2150000E2750000",2500.01903215773,2027.95383165929,81.1175357296778
"CRS3035RES50000mN2150000E2800000",2500.0190399567,2500.0190399567,100
"CRS3035RES50000mN2150000E2850000",2500.01904751529,2500.01904751529,100
"CRS3035RES50000mN2150000E2900000",2500.01905483195,2500.01905483195,100
"CRS3035RES50000mN2150000E2950000",2500.01906190503,2500.01906190503,100
"CRS3035RES50000mN2150000E3000000",2500.01906873296,2500.01906873296,100
"CRS3035RES50000mN2150000E3050000",2500.01907531435,2500.01907531435,100
"CRS3035RES50000mN2150000E3100000",2500.01908164755,2500.01908164755,100
"CRS3035RES50000mN2150000E3150000",2500.01908773169,2500.01908773169,100
"CRS3035RES50000mN2150000E3200000",2500.01909356518,2500.01909356518,100
"CRS3035RES50000mN2150000E3250000",2500.01909914671,2500.01909914671,100
"CRS3035RES50000mN2150000E3300000",2500.01910447523,2500.01910447523,100
"CRS3035RES50000mN2150000E3350000",2500.01910954974,2500.01910954974,100
"CRS3035RES50000mN2150000E3400000",2500.01911436895,2500.01911436895,100
"CRS3035RES50000mN2150000E3450000",2500.01911893222,2500.01911893222,100
"CRS3035RES50000mN2150000E3500000",2500.01912323839,2500.01912323839,100
"CRS3035RES50000mN2150000E3550000",2500.01912728654,2500.01912728654,100
"CRS3035RES50000mN2150000E3600000",2500.01913107607,2500.01913107607,100
"CRS3035RES50000mN2150000E3650000",2500.01913460612,2500.01913460612,100
"CRS3035RES50000mN2150000E3700000",2500.01913787571,2491.60390266713,99.663393168433
